"energy","valence","Count"
0.73,0.129,35
0.732,0.567,35
0.732,0.747,35
0.74,0.387,35
0.758,0.842,35
0.761,0.562,35
0.819,0.636,35
0.83,0.351,35
0.841,0.764,35
0.846,0.909,35
0.849,0.92,35
0.862,0.48,35
0.896,0.877,35
0.902,0.568,35
0.917,0.166,35
0.926,0.52,35
0.0736,0.266,34
0.224,0.62,34
0.254,0.235,34
0.305,0.37,34
0.364,0.201,34
0.407,0.471,34
0.416,0.85,34
0.453,0.217,34
0.5,0.58,34
0.505,0.313,34
0.512,0.694,34
0.534,0.34,34
0.535,0.534,34
0.535,0.71,34
0.556,0.319,34
0.562,0.419,34
0.578,0.0374,34
0.582,0.732,34
0.583,0.647,34
0.592,0.905,34
0.6,0.8,34
0.603,0.395,34
0.613,0.734,34
0.617,0.497,34
0.625,0.505,34
0.626,0.718,34
0.636,0.764,34
0.636,0.769,34
0.645,0.364,34
0.653,0.674,34
0.661,0.699,34
0.668,0.302,34
0.677,0.338,34
0.693,0.302,34
0.693,0.882,34
0.696,0.379,34
0.697,0.726,34
0.698,0.85,34
0.706,0.896,34
0.717,0.555,34
0.726,0.404,34
0.726,0.961,34
0.737,0.409,34
0.762,0.306,34
0.766,0.6,34
0.766,0.7,34
0.779,0.557,34
0.794,0.594,34
0.8,0.757,34
0.806,0.922,34
0.817,0.289,34
0.826,0.644,34
0.83,0.444,34
0.83,0.595,34
0.832,0.512,34
0.861,0.612,34
0.869,0.306,34
0.898,0.627,34
0.923,0.777,34
0.0594,0.36,33
0.234,0.197,33
0.245,0.726,33
0.283,0.186,33
0.314,0.299,33
0.384,0.674,33
0.388,0.883,33
0.4,0.523,33
0.415,0.398,33
0.438,0.108,33
0.444,0.325,33
0.446,0.271,33
0.459,0.641,33
0.482,0.459,33
0.483,0.22,33
0.496,0.571,33
0.5,0.506,33
0.505,0.227,33
0.513,0.795,33
0.517,0.641,33
0.52,0.499,33
0.528,0.546,33
0.545,0.72,33
0.546,0.463,33
0.549,0.875,33
0.552,0.517,33
0.555,0.372,33
0.558,0.353,33
0.578,0.721,33
0.587,0.33,33
0.588,0.332,33
0.594,0.739,33
0.623,0.753,33
0.626,0.314,33
0.633,0.462,33
0.636,0.156,33
0.644,0.278,33
0.645,0.355,33
0.667,0.559,33
0.669,0.504,33
0.677,0.581,33
0.679,0.177,33
0.682,0.391,33
0.682,0.962,33
0.696,0.434,33
0.703,0.486,33
0.718,0.58,33
0.721,0.772,33
0.731,0.869,33
0.738,0.453,33
0.74,0.749,33
0.743,0.568,33
0.751,0.747,33
0.754,0.928,33
0.813,0.403,33
0.832,0.301,33
0.859,0.889,33
0.897,0.64,33
0.897,0.738,33
0.902,0.876,33
0.905,0.668,33
0.934,0.611,33
0.936,0.7,33
0.937,0.784,33
0.313,0.0963,32
0.337,0.373,32
0.344,0.474,32
0.369,0.617,32
0.399,0.25,32
0.404,0.492,32
0.41,0.531,32
0.423,0.368,32
0.423,0.637,32
0.428,0.344,32
0.44,0.175,32
0.44,0.269,32
0.441,0.613,32
0.447,0.542,32
0.449,0.817,32
0.453,0.288,32
0.477,0.513,32
0.484,0.607,32
0.485,0.487,32
0.49,0.199,32
0.52,0.48,32
0.525,0.572,32
0.532,0.706,32
0.546,0.32,32
0.546,0.927,32
0.558,0.352,32
0.561,0.311,32
0.569,0.734,32
0.575,0.715,32
0.579,0.549,32
0.58,0.934,32
0.593,0.323,32
0.596,0.681,32
0.606,0.311,32
0.612,0.318,32
0.617,0.64,32
0.629,0.352,32
0.632,0.752,32
0.636,0.396,32
0.638,0.599,32
0.64,0.527,32
0.65,0.281,32
0.672,0.395,32
0.674,0.242,32
0.675,0.545,32
0.679,0.204,32
0.682,0.537,32
0.701,0.611,32
0.703,0.162,32
0.703,0.554,32
0.715,0.395,32
0.718,0.615,32
0.726,0.515,32
0.73,0.526,32
0.73,0.576,32
0.731,0.657,32
0.748,0.719,32
0.749,0.648,32
0.755,0.634,32
0.757,0.905,32
0.769,0.683,32
0.774,0.573,32
0.804,0.667,32
0.81,0.245,32
0.852,0.234,32
0.859,0.219,32
0.867,0.515,32
0.869,0.511,32
0.885,0.54,32
0.913,0.307,32
0.921,0.968,32
0.929,0.783,32
0.929,0.909,32
0.931,0.462,32
0.28,0.312,31
0.313,0.219,31
0.359,0.277,31
0.388,0.507,31
0.451,0.309,31
0.476,0.543,31
0.477,0.411,31
0.496,0.302,31
0.503,0.133,31
0.535,0.216,31
0.569,0.281,31
0.572,0.515,31
0.573,0.83,31
0.588,0.693,31
0.605,0.812,31
0.612,0.655,31
0.615,0.574,31
0.618,0.55,31
0.62,0.578,31
0.623,0.386,31
0.625,0.561,31
0.649,0.53,31
0.693,0.756,31
0.711,0.47,31
0.721,0.968,31
0.722,0.659,31
0.723,0.158,31
0.723,0.335,31
0.728,0.542,31
0.731,0.663,31
0.746,0.5,31
0.747,0.872,31
0.75,0.307,31
0.753,0.431,31
0.768,0.512,31
0.769,0.388,31
0.772,0.276,31
0.775,0.596,31
0.782,0.376,31
0.787,0.602,31
0.791,0.843,31
0.796,0.933,31
0.799,0.878,31
0.817,0.747,31
0.824,0.434,31
0.826,0.965,31
0.831,0.233,31
0.841,0.457,31
0.853,0.643,31
0.865,0.816,31
0.866,0.677,31
0.942,0.879,31
0.968,0.968,31
0.24,0.368,30
0.306,0.263,30
0.337,0.921,30
0.349,0.577,30
0.388,0.311,30
0.391,0.433,30
0.397,0.352,30
0.416,0.516,30
0.447,0.56,30
0.449,0.286,30
0.455,0.642,30
0.467,0.677,30
0.468,0.383,30
0.47,0.381,30
0.495,0.5,30
0.505,0.571,30
0.529,0.379,30
0.532,0.216,30
0.55,0.35,30
0.554,0.604,30
0.565,0.485,30
0.576,0.235,30
0.587,0.552,30
0.602,0.501,30
0.607,0.689,30
0.624,0.428,30
0.625,0.392,30
0.628,0.779,30
0.634,0.115,30
0.64,0.644,30
0.647,0.406,30
0.648,0.695,30
0.649,0.376,30
0.649,0.527,30
0.676,0.611,30
0.677,0.431,30
0.697,0.758,30
0.698,0.29,30
0.706,0.816,30
0.718,0.506,30
0.718,0.655,30
0.738,0.593,30
0.744,0.818,30
0.754,0.379,30
0.754,0.383,30
0.767,0.615,30
0.768,0.65,30
0.77,0.575,30
0.772,0.842,30
0.773,0.413,30
0.79,0.693,30
0.796,0.87,30
0.803,0.594,30
0.806,0.833,30
0.826,0.465,30
0.827,0.586,30
0.835,0.575,30
0.856,0.951,30
0.858,0.693,30
0.871,0.531,30
0.886,0.853,30
0.913,0.883,30
0.918,0.837,30
0.069,0.127,29
0.284,0.14,29
0.323,0.104,29
0.373,0.703,29
0.389,0.24,29
0.394,0.421,29
0.435,0.551,29
0.438,0.6,29
0.439,0.357,29
0.454,0.153,29
0.472,0.358,29
0.481,0.585,29
0.487,0.738,29
0.513,0.258,29
0.514,0.205,29
0.531,0.344,29
0.537,0.569,29
0.541,0.41,29
0.545,0.311,29
0.551,0.325,29
0.557,0.27,29
0.558,0.304,29
0.565,0.0626,29
0.566,0.353,29
0.575,0.295,29
0.581,0.149,29
0.593,0.683,29
0.595,0.549,29
0.603,0.35,29
0.606,0.401,29
0.62,0.546,29
0.624,0.687,29
0.631,0.603,29
0.636,0.468,29
0.642,0.362,29
0.645,0.677,29
0.646,0.336,29
0.658,0.97,29
0.666,0.708,29
0.667,0.166,29
0.668,0.446,29
0.674,0.441,29
0.674,0.876,29
0.676,0.497,29
0.676,0.694,29
0.681,0.48,29
0.684,0.237,29
0.684,0.591,29
0.686,0.699,29
0.688,0.585,29
0.692,0.316,29
0.7,0.276,29
0.7,0.57,29
0.7,0.693,29
0.703,0.146,29
0.704,0.438,29
0.706,0.249,29
0.711,0.539,29
0.712,0.45,29
0.715,0.306,29
0.723,0.379,29
0.724,0.941,29
0.725,0.469,29
0.727,0.545,29
0.733,0.337,29
0.736,0.635,29
0.741,0.19,29
0.752,0.289,29
0.762,0.363,29
0.764,0.42,29
0.769,0.733,29
0.771,0.741,29
0.785,0.549,29
0.79,0.682,29
0.794,0.542,29
0.798,0.58,29
0.817,0.858,29
0.825,0.809,29
0.827,0.311,29
0.828,0.411,29
0.833,0.216,29
0.833,0.551,29
0.835,0.317,29
0.84,0.351,29
0.841,0.627,29
0.842,0.932,29
0.844,0.504,29
0.854,0.714,29
0.855,0.14,29
0.87,0.552,29
0.879,0.507,29
0.882,0.617,29
0.886,0.831,29
0.888,0.617,29
0.905,0.375,29
0.911,0.417,29
0.911,0.553,29
0.934,0.637,29
0.962,0.972,29
0.239,0.173,28
0.292,0.263,28
0.346,0.0754,28
0.393,0.295,28
0.4,0.303,28
0.416,0.297,28
0.423,0.223,28
0.435,0.587,28
0.452,0.361,28
0.47,0.709,28
0.475,0.374,28
0.475,0.655,28
0.483,0.353,28
0.488,0.682,28
0.492,0.573,28
0.499,0.563,28
0.502,0.747,28
0.515,0.0568,28
0.519,0.161,28
0.527,0.095,28
0.534,0.388,28
0.558,0.561,28
0.562,0.251,28
0.569,0.493,28
0.57,0.63,28
0.588,0.178,28
0.588,0.464,28
0.592,0.802,28
0.607,0.479,28
0.614,0.438,28
0.62,0.837,28
0.624,0.325,28
0.625,0.31,28
0.626,0.494,28
0.627,0.626,28
0.63,0.4,28
0.64,0.501,28
0.642,0.339,28
0.652,0.176,28
0.655,0.925,28
0.663,0.955,28
0.666,0.198,28
0.681,0.733,28
0.683,0.393,28
0.683,0.406,28
0.698,0.305,28
0.701,0.528,28
0.706,0.593,28
0.722,0.525,28
0.725,0.685,28
0.73,0.964,28
0.732,0.442,28
0.733,0.403,28
0.738,0.385,28
0.738,0.463,28
0.742,0.491,28
0.749,0.938,28
0.753,0.58,28
0.758,0.422,28
0.76,0.521,28
0.761,0.747,28
0.763,0.738,28
0.769,0.527,28
0.769,0.711,28
0.771,0.579,28
0.776,0.378,28
0.78,0.582,28
0.784,0.846,28
0.785,0.204,28
0.786,0.292,28
0.788,0.653,28
0.803,0.693,28
0.805,0.725,28
0.806,0.369,28
0.815,0.0925,28
0.819,0.573,28
0.821,0.344,28
0.822,0.629,28
0.826,0.244,28
0.828,0.644,28
0.829,0.925,28
0.831,0.572,28
0.832,0.844,28
0.846,0.884,28
0.849,0.677,28
0.854,0.968,28
0.859,0.445,28
0.866,0.733,28
0.871,0.896,28
0.89,0.713,28
0.902,0.647,28
0.91,0.576,28
0.926,0.393,28
0.936,0.901,28
0.937,0.625,28
0.954,0.82,28
0.247,0.344,27
0.313,0.153,27
0.321,0.287,27
0.327,0.337,27
0.329,0.158,27
0.373,0.527,27
0.393,0.639,27
0.399,0.306,27
0.404,0.0499,27
0.429,0.51,27
0.43,0.325,27
0.434,0.354,27
0.447,0.188,27
0.458,0.363,27
0.465,0.333,27
0.482,0.233,27
0.491,0.274,27
0.544,0.699,27
0.545,0.719,27
0.55,0.264,27
0.55,0.513,27
0.554,0.295,27
0.566,0.36,27
0.57,0.641,27
0.574,0.587,27
0.577,0.501,27
0.579,0.561,27
0.585,0.496,27
0.589,0.388,27
0.59,0.0784,27
0.6,0.494,27
0.603,0.687,27
0.606,0.481,27
0.612,0.281,27
0.615,0.524,27
0.615,0.593,27
0.62,0.532,27
0.624,0.322,27
0.626,0.185,27
0.626,0.728,27
0.632,0.171,27
0.642,0.481,27
0.656,0.874,27
0.658,0.638,27
0.659,0.628,27
0.663,0.438,27
0.666,0.759,27
0.673,0.736,27
0.675,0.325,27
0.676,0.688,27
0.68,0.564,27
0.689,0.378,27
0.709,0.49,27
0.713,0.438,27
0.722,0.831,27
0.742,0.612,27
0.743,0.481,27
0.75,0.507,27
0.756,0.712,27
0.76,0.478,27
0.785,0.825,27
0.786,0.784,27
0.791,0.272,27
0.798,0.357,27
0.803,0.885,27
0.809,0.742,27
0.812,0.785,27
0.823,0.914,27
0.829,0.577,27
0.833,0.568,27
0.839,0.667,27
0.845,0.424,27
0.845,0.681,27
0.852,0.573,27
0.863,0.819,27
0.863,0.827,27
0.871,0.676,27
0.877,0.642,27
0.877,0.721,27
0.901,0.888,27
0.91,0.824,27
0.911,0.255,27
0.924,0.943,27
0.925,0.554,27
0.199,0.201,26
0.269,0.541,26
0.33,0.411,26
0.334,0.131,26
0.37,0.597,26
0.371,0.17,26
0.403,0.0619,26
0.405,0.491,26
0.405,0.743,26
0.425,0.453,26
0.426,0.347,26
0.438,0.584,26
0.459,0.268,26
0.469,0.703,26
0.47,0.155,26
0.473,0.223,26
0.475,0.5,26
0.485,0.444,26
0.504,0.299,26
0.508,0.184,26
0.508,0.368,26
0.533,0.287,26
0.535,0.206,26
0.535,0.749,26
0.537,0.481,26
0.544,0.35,26
0.546,0.224,26
0.56,0.401,26
0.56,0.665,26
0.575,0.204,26
0.58,0.522,26
0.58,0.721,26
0.585,0.552,26
0.588,0.762,26
0.589,0.566,26
0.594,0.678,26
0.598,0.398,26
0.599,0.392,26
0.599,0.833,26
0.602,0.378,26
0.607,0.225,26
0.625,0.463,26
0.626,0.439,26
0.628,0.745,26
0.63,0.535,26
0.632,0.827,26
0.643,0.649,26
0.673,0.633,26
0.675,0.546,26
0.68,0.359,26
0.68,0.84,26
0.698,0.449,26
0.71,0.413,26
0.711,0.488,26
0.713,0.599,26
0.723,0.487,26
0.725,0.436,26
0.737,0.662,26
0.744,0.0612,26
0.745,0.887,26
0.756,0.768,26
0.761,0.356,26
0.771,0.454,26
0.785,0.686,26
0.787,0.82,26
0.801,0.625,26
0.815,0.504,26
0.819,0.489,26
0.821,0.67,26
0.846,0.674,26
0.852,0.783,26
0.853,0.598,26
0.867,0.186,26
0.879,0.642,26
0.884,0.825,26
0.901,0.545,26
0.922,0.608,26
0.925,0.653,26
0.0977,0.158,25
0.123,0.35,25
0.363,0.383,25
0.378,0.575,25
0.401,0.237,25
0.408,0.176,25
0.435,0.458,25
0.438,0.218,25
0.441,0.674,25
0.445,0.25,25
0.48,0.308,25
0.492,0.198,25
0.5,0.387,25
0.5,0.767,25
0.503,0.709,25
0.504,0.596,25
0.505,0.252,25
0.506,0.38,25
0.508,0.647,25
0.518,0.205,25
0.52,0.538,25
0.528,0.503,25
0.533,0.605,25
0.535,0.147,25
0.535,0.391,25
0.538,0.227,25
0.55,0.475,25
0.551,0.424,25
0.553,0.679,25
0.555,0.408,25
0.558,0.495,25
0.56,0.374,25
0.567,0.938,25
0.575,0.864,25
0.579,0.332,25
0.589,0.924,25
0.592,0.559,25
0.599,0.728,25
0.603,0.96,25
0.606,0.509,25
0.61,0.187,25
0.61,0.257,25
0.611,0.0397,25
0.62,0.377,25
0.627,0.653,25
0.629,0.159,25
0.637,0.0947,25
0.638,0.763,25
0.646,0.791,25
0.648,0.147,25
0.668,0.472,25
0.671,0.583,25
0.674,0.407,25
0.674,0.443,25
0.676,0.449,25
0.676,0.566,25
0.683,0.481,25
0.684,0.491,25
0.686,0.425,25
0.687,0.778,25
0.689,0.578,25
0.694,0.739,25
0.698,0.683,25
0.7,0.637,25
0.701,0.64,25
0.708,0.459,25
0.713,0.284,25
0.723,0.743,25
0.725,0.505,25
0.73,0.511,25
0.736,0.703,25
0.737,0.536,25
0.741,0.43,25
0.753,0.622,25
0.761,0.47,25
0.771,0.55,25
0.773,0.58,25
0.78,0.367,25
0.798,0.617,25
0.803,0.395,25
0.806,0.755,25
0.808,0.7,25
0.847,0.896,25
0.852,0.483,25
0.853,0.328,25
0.854,0.845,25
0.855,0.792,25
0.863,0.815,25
0.871,0.576,25
0.877,0.128,25
0.889,0.966,25
0.898,0.52,25
0.913,0.326,25
0.94,0.665,25
0.942,0.495,25
0.954,0.319,25
0.958,0.202,25
0.277,0.724,24
0.367,0.162,24
0.375,0.551,24
0.381,0.302,24
0.399,0.545,24
0.427,0.445,24
0.44,0.405,24
0.447,0.441,24
0.451,0.224,24
0.486,0.572,24
0.491,0.309,24
0.494,0.26,24
0.511,0.329,24
0.519,0.596,24
0.52,0.838,24
0.522,0.562,24
0.528,0.0347,24
0.537,0.175,24
0.543,0.171,24
0.555,0.478,24
0.562,0.662,24
0.569,0.294,24
0.569,0.755,24
0.585,0.572,24
0.587,0.568,24
0.599,0.535,24
0.608,0.265,24
0.611,0.815,24
0.621,0.895,24
0.626,0.44,24
0.629,0.567,24
0.636,0.424,24
0.648,0.647,24
0.653,0.219,24
0.653,0.375,24
0.659,0.496,24
0.661,0.255,24
0.665,0.531,24
0.686,0.48,24
0.69,0.298,24
0.692,0.579,24
0.695,0.722,24
0.702,0.679,24
0.703,0.522,24
0.722,0.466,24
0.722,0.616,24
0.724,0.401,24
0.727,0.283,24
0.727,0.406,24
0.743,0.443,24
0.747,0.635,24
0.751,0.389,24
0.751,0.802,24
0.762,0.894,24
0.776,0.715,24
0.785,0.428,24
0.787,0.723,24
0.794,0.553,24
0.797,0.81,24
0.802,0.822,24
0.807,0.315,24
0.812,0.63,24
0.817,0.139,24
0.817,0.582,24
0.817,0.895,24
0.822,0.534,24
0.823,0.482,24
0.824,0.898,24
0.831,0.498,24
0.842,0.509,24
0.846,0.687,24
0.859,0.397,24
0.862,0.596,24
0.862,0.723,24
0.882,0.803,24
0.889,0.733,24
0.905,0.735,24
0.912,0.804,24
0.924,0.53,24
0.945,0.573,24
0.95,0.399,24
0.968,0.892,24
0.192,0.201,23
0.285,0.139,23
0.325,0.496,23
0.334,0.703,23
0.383,0.388,23
0.404,0.671,23
0.418,0.287,23
0.448,0.386,23
0.451,0.658,23
0.458,0.815,23
0.464,0.148,23
0.494,0.625,23
0.52,0.229,23
0.526,0.511,23
0.529,0.164,23
0.531,0.638,23
0.535,0.484,23
0.548,0.303,23
0.56,0.249,23
0.561,0.423,23
0.571,0.154,23
0.594,0.112,23
0.595,0.385,23
0.599,0.227,23
0.599,0.425,23
0.6,0.476,23
0.603,0.497,23
0.615,0.439,23
0.616,0.245,23
0.618,0.218,23
0.625,0.385,23
0.63,0.594,23
0.644,0.505,23
0.644,0.953,23
0.646,0.307,23
0.659,0.416,23
0.667,0.703,23
0.669,0.333,23
0.676,0.465,23
0.68,0.525,23
0.681,0.404,23
0.688,0.918,23
0.692,0.549,23
0.696,0.836,23
0.699,0.511,23
0.703,0.464,23
0.707,0.477,23
0.707,0.51,23
0.707,0.697,23
0.715,0.627,23
0.719,0.304,23
0.719,0.895,23
0.723,0.331,23
0.723,0.591,23
0.732,0.532,23
0.734,0.708,23
0.741,0.704,23
0.742,0.433,23
0.742,0.608,23
0.743,0.472,23
0.749,0.255,23
0.751,0.54,23
0.757,0.924,23
0.758,0.57,23
0.765,0.624,23
0.77,0.224,23
0.779,0.577,23
0.791,0.583,23
0.804,0.367,23
0.809,0.339,23
0.811,0.246,23
0.818,0.434,23
0.818,0.559,23
0.821,0.762,23
0.826,0.439,23
0.829,0.42,23
0.842,0.626,23
0.848,0.394,23
0.852,0.589,23
0.859,0.398,23
0.86,0.777,23
0.864,0.571,23
0.868,0.511,23
0.879,0.275,23
0.88,0.515,23
0.881,0.711,23
0.882,0.894,23
0.892,0.971,23
0.893,0.836,23
0.908,0.617,23
0.923,0.541,23
0.927,0.416,23
0.929,0.724,23
0.94,0.534,23
0.113,0.199,22
0.177,0.466,22
0.259,0.505,22
0.275,0.16,22
0.308,0.698,22
0.312,0.165,22
0.317,0.18,22
0.348,0.35,22
0.349,0.365,22
0.371,0.149,22
0.394,0.649,22
0.396,0.416,22
0.396,0.929,22
0.432,0.222,22
0.461,0.17,22
0.508,0.039,22
0.518,0.217,22
0.521,0.364,22
0.531,0.761,22
0.533,0.122,22
0.548,0.652,22
0.557,0.708,22
0.563,0.465,22
0.568,0.406,22
0.578,0.478,22
0.581,0.809,22
0.582,0.5,22
0.591,0.55,22
0.592,0.535,22
0.596,0.967,22
0.608,0.123,22
0.61,0.717,22
0.627,0.594,22
0.629,0.869,22
0.629,0.962,22
0.636,0.527,22
0.639,0.293,22
0.647,0.57,22
0.65,0.306,22
0.655,0.691,22
0.657,0.648,22
0.662,0.486,22
0.667,0.855,22
0.67,0.871,22
0.671,0.272,22
0.672,0.379,22
0.673,0.661,22
0.675,0.616,22
0.679,0.682,22
0.68,0.257,22
0.68,0.451,22
0.686,0.923,22
0.687,0.783,22
0.697,0.822,22
0.701,0.825,22
0.701,0.891,22
0.707,0.0632,22
0.709,0.506,22
0.712,0.936,22
0.729,0.736,22
0.742,0.25,22
0.746,0.576,22
0.751,0.748,22
0.755,0.567,22
0.762,0.785,22
0.763,0.35,22
0.763,0.532,22
0.77,0.799,22
0.774,0.397,22
0.782,0.623,22
0.785,0.602,22
0.787,0.554,22
0.788,0.853,22
0.79,0.49,22
0.79,0.509,22
0.801,0.572,22
0.802,0.443,22
0.803,0.537,22
0.807,0.273,22
0.81,0.714,22
0.817,0.611,22
0.826,0.872,22
0.829,0.861,22
0.831,0.754,22
0.832,0.493,22
0.843,0.365,22
0.853,0.523,22
0.867,0.611,22
0.875,0.806,22
0.884,0.749,22
0.977,0.729,22
0.17,0.37,21
0.351,0.462,21
0.403,0.597,21
0.421,0.353,21
0.427,0.535,21
0.446,0.098,21
0.449,0.119,21
0.449,0.791,21
0.453,0.101,21
0.463,0.18,21
0.469,0.331,21
0.476,0.767,21
0.477,0.535,21
0.487,0.198,21
0.49,0.431,21
0.496,0.343,21
0.497,0.674,21
0.501,0.331,21
0.504,0.707,21
0.507,0.483,21
0.507,0.534,21
0.508,0.136,21
0.509,0.0698,21
0.52,0.355,21
0.52,0.408,21
0.524,0.47,21
0.533,0.479,21
0.535,0.349,21
0.536,0.244,21
0.537,0.683,21
0.545,0.261,21
0.553,0.271,21
0.554,0.345,21
0.554,0.759,21
0.555,0.569,21
0.561,0.901,21
0.569,0.0739,21
0.58,0.753,21
0.584,0.686,21
0.594,0.816,21
0.597,0.858,21
0.599,0.676,21
0.602,0.457,21
0.609,0.711,21
0.612,0.389,21
0.613,0.516,21
0.615,0.785,21
0.621,0.666,21
0.626,0.411,21
0.626,0.664,21
0.628,0.196,21
0.642,0.475,21
0.644,0.715,21
0.646,0.177,21
0.646,0.707,21
0.649,0.56,21
0.651,0.833,21
0.653,0.58,21
0.653,0.651,21
0.66,0.499,21
0.664,0.446,21
0.666,0.304,21
0.672,0.804,21
0.674,0.579,21
0.679,0.525,21
0.681,0.569,21
0.691,0.81,21
0.698,0.142,21
0.703,0.762,21
0.714,0.72,21
0.717,0.621,21
0.731,0.952,21
0.738,0.626,21
0.739,0.545,21
0.744,0.466,21
0.744,0.515,21
0.745,0.742,21
0.751,0.593,21
0.755,0.696,21
0.766,0.61,21
0.767,0.803,21
0.768,0.877,21
0.769,0.874,21
0.771,0.39,21
0.775,0.766,21
0.776,0.493,21
0.777,0.119,21
0.779,0.342,21
0.791,0.685,21
0.792,0.767,21
0.796,0.635,21
0.797,0.355,21
0.798,0.531,21
0.801,0.616,21
0.801,0.698,21
0.806,0.56,21
0.806,0.896,21
0.809,0.687,21
0.815,0.695,21
0.823,0.728,21
0.832,0.884,21
0.835,0.639,21
0.851,0.618,21
0.852,0.55,21
0.865,0.812,21
0.875,0.337,21
0.882,0.394,21
0.885,0.758,21
0.891,0.8,21
0.894,0.628,21
0.932,0.523,21
0.978,0.649,21
0.202,0.145,20
0.206,0.158,20
0.216,0.279,20
0.292,0.194,20
0.332,0.352,20
0.357,0.1,20
0.381,0.145,20
0.427,0.131,20
0.44,0.243,20
0.448,0.168,20
0.456,0.342,20
0.459,0.375,20
0.49,0.298,20
0.502,0.903,20
0.507,0.0988,20
0.528,0.519,20
0.537,0.544,20
0.547,0.339,20
0.553,0.287,20
0.558,0.964,20
0.561,0.336,20
0.569,0.257,20
0.58,0.279,20
0.58,0.361,20
0.599,0.268,20
0.611,0.587,20
0.611,0.808,20
0.616,0.858,20
0.618,0.868,20
0.624,0.515,20
0.629,0.393,20
0.64,0.715,20
0.646,0.315,20
0.649,0.958,20
0.65,0.0752,20
0.654,0.502,20
0.655,0.368,20
0.667,0.588,20
0.681,0.573,20
0.682,0.711,20
0.683,0.665,20
0.696,0.51,20
0.698,0.381,20
0.699,0.512,20
0.7,0.73,20
0.707,0.48,20
0.712,0.708,20
0.717,0.559,20
0.717,0.83,20
0.726,0.887,20
0.727,0.639,20
0.729,0.717,20
0.739,0.337,20
0.74,0.551,20
0.743,0.263,20
0.745,0.401,20
0.747,0.57,20
0.749,0.569,20
0.754,0.419,20
0.756,0.828,20
0.764,0.566,20
0.776,0.513,20
0.781,0.558,20
0.785,0.393,20
0.786,0.465,20
0.792,0.862,20
0.8,0.275,20
0.805,0.78,20
0.807,0.855,20
0.809,0.83,20
0.822,0.776,20
0.824,0.867,20
0.829,0.69,20
0.832,0.594,20
0.836,0.413,20
0.837,0.919,20
0.838,0.821,20
0.839,0.911,20
0.844,0.707,20
0.863,0.138,20
0.863,0.418,20
0.864,0.932,20
0.869,0.393,20
0.873,0.618,20
0.874,0.201,20
0.875,0.68,20
0.881,0.817,20
0.89,0.52,20
0.904,0.864,20
0.932,0.193,20
0.955,0.823,20
0.959,0.55,20
0.968,0.925,20
0.271,0.411,19
0.281,0.593,19
0.288,0.397,19
0.329,0.362,19
0.37,0.512,19
0.413,0.191,19
0.436,0.734,19
0.443,0.62,19
0.449,0.382,19
0.476,0.39,19
0.49,0.655,19
0.493,0.688,19
0.503,0.787,19
0.508,0.403,19
0.512,0.168,19
0.519,0.282,19
0.522,0.526,19
0.526,0.905,19
0.527,0.217,19
0.532,0.86,19
0.533,0.391,19
0.535,0.294,19
0.537,0.237,19
0.537,0.79,19
0.551,0.759,19
0.554,0.535,19
0.57,0.593,19
0.571,0.437,19
0.584,0.596,19
0.589,0.655,19
0.603,0.741,19
0.609,0.45,19
0.61,0.22,19
0.613,0.839,19
0.617,0.197,19
0.619,0.134,19
0.626,0.323,19
0.628,0.617,19
0.63,0.234,19
0.63,0.918,19
0.634,0.353,19
0.638,0.457,19
0.652,0.533,19
0.652,0.752,19
0.654,0.566,19
0.656,0.339,19
0.656,0.82,19
0.659,0.2,19
0.661,0.97,19
0.663,0.751,19
0.666,0.42,19
0.677,0.469,19
0.683,0.43,19
0.684,0.446,19
0.688,0.375,19
0.69,0.31,19
0.701,0.836,19
0.708,0.453,19
0.709,0.588,19
0.709,0.626,19
0.716,0.413,19
0.72,0.76,19
0.727,0.571,19
0.73,0.682,19
0.73,0.696,19
0.744,0.584,19
0.746,0.549,19
0.747,0.748,19
0.748,0.403,19
0.755,0.386,19
0.758,0.377,19
0.76,0.442,19
0.762,0.156,19
0.762,0.742,19
0.774,0.846,19
0.788,0.951,19
0.791,0.722,19
0.797,0.533,19
0.798,0.6,19
0.8,0.639,19
0.801,0.639,19
0.832,0.485,19
0.842,0.406,19
0.85,0.515,19
0.869,0.85,19
0.876,0.333,19
0.892,0.363,19
0.908,0.641,19
0.911,0.674,19
0.926,0.96,19
0.935,0.911,19
0.978,0.594,19
0.106,0.8,18
0.275,0.806,18
0.283,0.338,18
0.289,0.521,18
0.319,0.71,18
0.331,0.802,18
0.343,0.392,18
0.368,0.628,18
0.386,0.675,18
0.39,0.552,18
0.422,0.254,18
0.428,0.451,18
0.433,0.12,18
0.437,0.218,18
0.466,0.403,18
0.473,0.446,18
0.475,0.441,18
0.483,0.34,18
0.484,0.373,18
0.486,0.236,18
0.496,0.27,18
0.529,0.927,18
0.537,0.355,18
0.545,0.792,18
0.558,0.245,18
0.565,0.418,18
0.572,0.322,18
0.573,0.236,18
0.586,0.829,18
0.589,0.385,18
0.602,0.356,18
0.602,0.762,18
0.616,0.365,18
0.638,0.458,18
0.639,0.81,18
0.644,0.0661,18
0.646,0.208,18
0.646,0.656,18
0.649,0.194,18
0.658,0.475,18
0.668,0.537,18
0.669,0.666,18
0.671,0.362,18
0.675,0.59,18
0.678,0.521,18
0.678,0.58,18
0.679,0.779,18
0.68,0.576,18
0.684,0.765,18
